,date,partialPct,demographic_value
590,2021-06-28,0.39987476518472137,Black
589,2021-06-29,0.40025046963055727,Black
588,2021-06-30,0.40087664370695053,Black
587,2021-07-01,0.40175328741390104,Black
586,2021-07-02,0.40300563556668756,Black
585,2021-07-03,0.40363180964308076,Black
584,2021-07-04,0.40363180964308076,Black
583,2021-07-05,0.404257983719474,Black
582,2021-07-06,0.40475892298058863,Black
581,2021-07-07,0.40538509705698184,Black
580,2021-07-08,0.40563556668753914,Black
579,2021-07-09,0.4057608015028178,Black
578,2021-07-10,0.4062617407639324,Black
577,2021-07-11,0.406386975579211,Black
576,2021-07-12,0.4068879148403256,Black
575,2021-07-13,0.40776455854727617,Black
574,2021-07-14,0.4083907326236694,Black
573,2021-07-15,0.40876643706950533,Black
572,2021-07-16,0.41014402003757044,Black
571,2021-07-17,0.4102692548528491,Black
570,2021-07-18,0.4107701941139637,Black
569,2021-07-19,0.4113963681903569,Black
568,2021-07-20,0.4118973074514715,Black
567,2021-07-21,0.4122730118973075,Black
566,2021-07-22,0.4126487163431434,Black
565,2021-07-23,0.41352536005009394,Black
564,2021-07-24,0.4145272385723231,Black
563,2021-07-25,0.4150281778334377,Black
562,2021-07-26,0.41577958672510956,Black
561,2021-07-27,0.41628052598622417,Black
560,2021-07-28,0.41853475266123985,Black
559,2021-07-29,0.41966186599874766,Black
558,2021-07-30,0.41991233562930497,Black
557,2021-07-31,0.4204132748904195,Black
556,2021-08-01,0.4206637445209768,Black
555,2021-08-02,0.4212899185973701,Black
554,2021-08-03,0.42179085785848464,Black
553,2021-08-04,0.4229179711959925,Black
552,2021-08-05,0.4242955541640576,Black
551,2021-08-06,0.4266750156543519,Black
550,2021-08-07,0.42755165936130246,Black
549,2021-08-08,0.42780212899185976,Black
548,2021-08-09,0.42817783343769567,Black
547,2021-08-10,0.4289292423293676,Black
546,2021-08-11,0.42943018159048213,Black
545,2021-08-12,0.4303068252974327,Black
544,2021-08-13,0.43206011271133377,Black
